"campaignid","sample","family","genus","species","maxn"
"2020-06_south-west_stereo-BRUVs","26","Labridae","Pseudolabrus","biserialis",6
"2020-06_south-west_stereo-BRUVs","26","Monacanthidae","Meuschenia","flavolineata",2
"2020-06_south-west_stereo-BRUVs","26","Monacanthidae","Meuschenia","galii",1
"2020-06_south-west_stereo-BRUVs","26","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","klunzingeri",15
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Chromis","westaustralis",4
"2020-06_south-west_stereo-BRUVs","26","Pomacentridae","Parma","bicolor",1
"2020-06_south-west_stereo-BRUVs","26","Scorpididae","Neatypus","obliquus",34
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Caesioperca","spp",21
"2020-06_south-west_stereo-BRUVs","26","Serranidae","Epinephelides","armatus",2
"2020-06_south-west_stereo-BRUVs","26","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","27","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-06_south-west_stereo-BRUVs","27","Labridae","Coris","auricularis",62
"2020-06_south-west_stereo-BRUVs","27","Labridae","Pseudolabrus","biserialis",2
"2020-06_south-west_stereo-BRUVs","27","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","27","Pinguipedidae","Parapercis","ramsayi",1
"2020-06_south-west_stereo-BRUVs","27","Scorpididae","Neatypus","obliquus",16
"2020-06_south-west_stereo-BRUVs","27","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","28","Labridae","Coris","auricularis",111
"2020-06_south-west_stereo-BRUVs","28","Labridae","Notolabrus","parilus",1
"2020-06_south-west_stereo-BRUVs","28","Labridae","Ophthalmolepis","lineolatus",4
"2020-06_south-west_stereo-BRUVs","28","Labridae","Pseudolabrus","biserialis",8
"2020-06_south-west_stereo-BRUVs","28","Monacanthidae","Meuschenia","galii",1
"2020-06_south-west_stereo-BRUVs","28","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","28","Odacidae","Siphonognathus","caninis",1
"2020-06_south-west_stereo-BRUVs","28","Pomacentridae","Chromis","klunzingeri",36
"2020-06_south-west_stereo-BRUVs","28","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-06_south-west_stereo-BRUVs","28","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","29","Carangidae","Pseudocaranx","spp",9
"2020-06_south-west_stereo-BRUVs","29","Carcharhinidae","Carcharhinus","brevipinna",1
"2020-06_south-west_stereo-BRUVs","29","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-06_south-west_stereo-BRUVs","29","Labridae","Austrolabrus","maculatus",1
"2020-06_south-west_stereo-BRUVs","29","Labridae","Coris","auricularis",1
"2020-06_south-west_stereo-BRUVs","29","Labridae","Ophthalmolepis","lineolatus",3
"2020-06_south-west_stereo-BRUVs","29","Labridae","Pseudolabrus","biserialis",6
"2020-06_south-west_stereo-BRUVs","29","Monacanthidae","Meuschenia","galii",1
"2020-06_south-west_stereo-BRUVs","29","Pomacentridae","Chromis","klunzingeri",10
"2020-06_south-west_stereo-BRUVs","29","Scorpididae","Neatypus","obliquus",19
"2020-06_south-west_stereo-BRUVs","29","Serranidae","Caesioperca","spp",7
"2020-06_south-west_stereo-BRUVs","29","Triakidae","Furgaleus","macki",1
"2020-06_south-west_stereo-BRUVs","29","Rhinobatidae","Trygonorrhina","dumerilii",2
"2020-06_south-west_stereo-BRUVs","29","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","30","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-06_south-west_stereo-BRUVs","30","Labridae","Austrolabrus","maculatus",1
"2020-06_south-west_stereo-BRUVs","30","Labridae","Coris","auricularis",3
"2020-06_south-west_stereo-BRUVs","30","Labridae","Ophthalmolepis","lineolatus",5
"2020-06_south-west_stereo-BRUVs","30","Labridae","Pseudolabrus","biserialis",10
"2020-06_south-west_stereo-BRUVs","30","Monacanthidae","Meuschenia","galii",1
"2020-06_south-west_stereo-BRUVs","30","Monacanthidae","Meuschenia","scaber",1
"2020-06_south-west_stereo-BRUVs","30","Monacanthidae","Meuschenia","venusta",1
"2020-06_south-west_stereo-BRUVs","30","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","30","Pomacentridae","Chromis","klunzingeri",3
"2020-06_south-west_stereo-BRUVs","30","Scorpididae","Neatypus","obliquus",8
"2020-06_south-west_stereo-BRUVs","30","Serranidae","Caesioperca","spp",5
"2020-06_south-west_stereo-BRUVs","30","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-06_south-west_stereo-BRUVs","30","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","31","Carangidae","Pseudocaranx","spp",1
"2020-06_south-west_stereo-BRUVs","31","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-06_south-west_stereo-BRUVs","31","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-06_south-west_stereo-BRUVs","31","Labridae","Coris","auricularis",2
"2020-06_south-west_stereo-BRUVs","31","Labridae","Ophthalmolepis","lineolatus",4
"2020-06_south-west_stereo-BRUVs","31","Labridae","Pseudolabrus","biserialis",6
"2020-06_south-west_stereo-BRUVs","31","Mullidae","Parupeneus","chrysopleuron",1
"2020-06_south-west_stereo-BRUVs","31","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","31","Pomacentridae","Chromis","klunzingeri",18
"2020-06_south-west_stereo-BRUVs","31","Scorpididae","Neatypus","obliquus",5
"2020-06_south-west_stereo-BRUVs","31","Serranidae","Caesioperca","spp",33
"2020-06_south-west_stereo-BRUVs","31","Serranidae","Epinephelides","armatus",1
"2020-06_south-west_stereo-BRUVs","31","Sparidae","Chrysophrys","auratus",1
"2020-06_south-west_stereo-BRUVs","31","Triakidae","Furgaleus","macki",1
"2020-06_south-west_stereo-BRUVs","31","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-06_south-west_stereo-BRUVs","32","Gerreidae","Parequula","melbournensis",4
"2020-06_south-west_stereo-BRUVs","32","Labridae","Coris","auricularis",1
"2020-06_south-west_stereo-BRUVs","32","Labridae","Ophthalmolepis","lineolatus",4
"2020-06_south-west_stereo-BRUVs","32","Labridae","Pseudolabrus","biserialis",5
"2020-06_south-west_stereo-BRUVs","32","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","32","Pomacentridae","Chromis","klunzingeri",27
"2020-06_south-west_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",19
"2020-06_south-west_stereo-BRUVs","32","Scyliorhinidae","Aulohalaelurus","labiosus",1
"2020-06_south-west_stereo-BRUVs","32","Serranidae","Epinephelides","armatus",1
"2020-06_south-west_stereo-BRUVs","32","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-06_south-west_stereo-BRUVs","33","Labridae","Austrolabrus","maculatus",1
"2020-06_south-west_stereo-BRUVs","33","Labridae","Coris","auricularis",26
"2020-06_south-west_stereo-BRUVs","33","Labridae","Ophthalmolepis","lineolatus",2
"2020-06_south-west_stereo-BRUVs","33","Labridae","Pseudolabrus","biserialis",7
"2020-06_south-west_stereo-BRUVs","33","Monacanthidae","Meuschenia","galii",1
"2020-06_south-west_stereo-BRUVs","33","Mullidae","Upeneichthys","vlamingii",2
"2020-06_south-west_stereo-BRUVs","33","Pomacentridae","Chromis","klunzingeri",40
"2020-06_south-west_stereo-BRUVs","33","Pomacentridae","Chromis","westaustralis",1
"2020-06_south-west_stereo-BRUVs","33","Scorpididae","Neatypus","obliquus",4
"2020-06_south-west_stereo-BRUVs","33","Serranidae","Caesioperca","spp",1
"2020-06_south-west_stereo-BRUVs","33","Sparidae","Chrysophrys","auratus",1
"2020-06_south-west_stereo-BRUVs","34","Labridae","Coris","auricularis",4
"2020-06_south-west_stereo-BRUVs","34","Labridae","Eupetrichthys","angustipes",2
"2020-06_south-west_stereo-BRUVs","34","Odacidae","Siphonognathus","caninis",1
"2020-06_south-west_stereo-BRUVs","34","Pinguipedidae","Parapercis","ramsayi",1
"2020-06_south-west_stereo-BRUVs","34","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-06_south-west_stereo-BRUVs","34","Serranidae","Caesioperca","spp",1
"2020-06_south-west_stereo-BRUVs","34","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","35","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-06_south-west_stereo-BRUVs","35","Labridae","Austrolabrus","maculatus",2
"2020-06_south-west_stereo-BRUVs","35","Labridae","Coris","auricularis",5
"2020-06_south-west_stereo-BRUVs","35","Labridae","Eupetrichthys","angustipes",1
"2020-06_south-west_stereo-BRUVs","35","Labridae","Ophthalmolepis","lineolatus",6
"2020-06_south-west_stereo-BRUVs","35","Labridae","Pseudolabrus","biserialis",4
"2020-06_south-west_stereo-BRUVs","35","Scorpididae","Neatypus","obliquus",4
"2020-06_south-west_stereo-BRUVs","35","Scyliorhinidae","Aulohalaelurus","labiosus",1
"2020-06_south-west_stereo-BRUVs","35","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-06_south-west_stereo-BRUVs","36","Carcharhinidae","Carcharhinus","limbatus",1
"2020-06_south-west_stereo-BRUVs","36","Gerreidae","Parequula","melbournensis",1
"2020-06_south-west_stereo-BRUVs","36","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-06_south-west_stereo-BRUVs","36","Labridae","Austrolabrus","maculatus",1
"2020-06_south-west_stereo-BRUVs","36","Labridae","Coris","auricularis",51
"2020-06_south-west_stereo-BRUVs","36","Labridae","Ophthalmolepis","lineolatus",5
"2020-06_south-west_stereo-BRUVs","36","Labridae","Pseudolabrus","biserialis",2
"2020-06_south-west_stereo-BRUVs","36","Mullidae","Parupeneus","chrysopleuron",1
"2020-06_south-west_stereo-BRUVs","36","Mullidae","Upeneichthys","vlamingii",2
"2020-06_south-west_stereo-BRUVs","36","Pomacentridae","Chromis","klunzingeri",1
"2020-06_south-west_stereo-BRUVs","36","Scorpididae","Neatypus","obliquus",19
"2020-06_south-west_stereo-BRUVs","36","Serranidae","Caesioperca","spp",25
"2020-06_south-west_stereo-BRUVs","36","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","37","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-06_south-west_stereo-BRUVs","37","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-06_south-west_stereo-BRUVs","37","Labridae","Austrolabrus","maculatus",3
"2020-06_south-west_stereo-BRUVs","37","Labridae","Ophthalmolepis","lineolatus",1
"2020-06_south-west_stereo-BRUVs","37","Monacanthidae","Brachaluteres","jacksonianus",1
"2020-06_south-west_stereo-BRUVs","37","Monacanthidae","Meuschenia","freycineti",1
"2020-06_south-west_stereo-BRUVs","37","Monacanthidae","Scobinichthys","granulatus",1
"2020-06_south-west_stereo-BRUVs","37","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-06_south-west_stereo-BRUVs","38","Labridae","Austrolabrus","maculatus",2
"2020-06_south-west_stereo-BRUVs","38","Labridae","Coris","auricularis",3
"2020-06_south-west_stereo-BRUVs","38","Labridae","Ophthalmolepis","lineolatus",3
"2020-06_south-west_stereo-BRUVs","38","Monacanthidae","Acanthaluteres","vittiger",1
"2020-06_south-west_stereo-BRUVs","38","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","38","Odacidae","Siphonognathus","caninis",1
"2020-06_south-west_stereo-BRUVs","38","Pomacentridae","Chromis","klunzingeri",8
"2020-06_south-west_stereo-BRUVs","38","Scorpididae","Neatypus","obliquus",3
"2020-06_south-west_stereo-BRUVs","39","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-06_south-west_stereo-BRUVs","39","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-06_south-west_stereo-BRUVs","39","Labridae","Austrolabrus","maculatus",2
"2020-06_south-west_stereo-BRUVs","39","Labridae","Coris","auricularis",1
"2020-06_south-west_stereo-BRUVs","39","Labridae","Ophthalmolepis","lineolatus",5
"2020-06_south-west_stereo-BRUVs","39","Labridae","Pseudolabrus","biserialis",3
"2020-06_south-west_stereo-BRUVs","39","Monacanthidae","Acanthaluteres","vittiger",1
"2020-06_south-west_stereo-BRUVs","39","Monacanthidae","Scobinichthys","granulatus",1
"2020-06_south-west_stereo-BRUVs","39","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","39","Aracanidae","Caprichthys","gymnura",1
"2020-06_south-west_stereo-BRUVs","39","Pempherididae","Pempheris","klunzingeri",8
"2020-06_south-west_stereo-BRUVs","39","Pomacentridae","Chromis","klunzingeri",31
"2020-06_south-west_stereo-BRUVs","39","Scorpididae","Neatypus","obliquus",5
"2020-06_south-west_stereo-BRUVs","39","Scorpididae","Tilodon","sexfasciatus",1
"2020-06_south-west_stereo-BRUVs","39","Urolophidae","Trygonoptera","ovalis",1
"2020-06_south-west_stereo-BRUVs","40","Carangidae","Pseudocaranx","spp",1
"2020-06_south-west_stereo-BRUVs","40","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-06_south-west_stereo-BRUVs","40","Labridae","Austrolabrus","maculatus",1
"2020-06_south-west_stereo-BRUVs","40","Labridae","Coris","auricularis",22
"2020-06_south-west_stereo-BRUVs","40","Labridae","Eupetrichthys","angustipes",1
"2020-06_south-west_stereo-BRUVs","40","Labridae","Ophthalmolepis","lineolatus",4
"2020-06_south-west_stereo-BRUVs","40","Labridae","Pseudolabrus","biserialis",4
"2020-06_south-west_stereo-BRUVs","40","Monacanthidae","Brachaluteres","jacksonianus",1
"2020-06_south-west_stereo-BRUVs","40","Mullidae","Upeneichthys","vlamingii",1
"2020-06_south-west_stereo-BRUVs","40","Odacidae","Siphonognathus","sp1",1
"2020-06_south-west_stereo-BRUVs","40","Scorpididae","Neatypus","obliquus",10
"2020-06_south-west_stereo-BRUVs","40","Rhinobatidae","Trygonorrhina","dumerilii",2
"2020-10_south-west_stereo-BRUVs","FH10","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","FH10","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","FH10","Labridae","Ophthalmolepis","lineolatus",1
"2020-10_south-west_stereo-BRUVs","FH10","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH10","Scorpididae","Neatypus","obliquus",4
"2020-10_south-west_stereo-BRUVs","FH10","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH102","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","FH102","Gerreidae","Parequula","melbournensis",6
"2020-10_south-west_stereo-BRUVs","FH102","Labridae","Coris","auricularis",21
"2020-10_south-west_stereo-BRUVs","FH102","Labridae","Eupetrichthys","angustipes",2
"2020-10_south-west_stereo-BRUVs","FH102","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","FH102","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","FH102","Pinguipedidae","Parapercis","ramsayi",1
"2020-10_south-west_stereo-BRUVs","FH102","Platycephalidae","Platycephalus","spp",5
"2020-10_south-west_stereo-BRUVs","FH102","Rhinobatidae","Aptychotrema","vincentiana",1
"2020-10_south-west_stereo-BRUVs","FH102","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","FH102","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH106","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","FH106","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","FH106","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","FH106","Labridae","Pseudolabrus","biserialis",2
"2020-10_south-west_stereo-BRUVs","FH106","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","FH106","Monacanthidae","Meuschenia","venusta",1
"2020-10_south-west_stereo-BRUVs","FH106","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH106","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH106","Muraenidae","Gymnothorax","prasinus",1
"2020-10_south-west_stereo-BRUVs","FH106","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","FH106","Pomacentridae","Chromis","klunzingeri",3
"2020-10_south-west_stereo-BRUVs","FH106","Scorpididae","Neatypus","obliquus",13
"2020-10_south-west_stereo-BRUVs","FH106","Scyliorhinidae","Aulohalaelurus","labiosus",1
"2020-10_south-west_stereo-BRUVs","FH106","Serranidae","Epinephelides","armatus",1
"2020-10_south-west_stereo-BRUVs","FH106","Sphyraenidae","Sphyraena","novaehollandiae",1
"2020-10_south-west_stereo-BRUVs","FH108","Gerreidae","Parequula","melbournensis",2
"2020-10_south-west_stereo-BRUVs","FH108","Labridae","Austrolabrus","maculatus",3
"2020-10_south-west_stereo-BRUVs","FH108","Labridae","Choerodon","rubescens",2
"2020-10_south-west_stereo-BRUVs","FH108","Labridae","Coris","auricularis",6
"2020-10_south-west_stereo-BRUVs","FH108","Labridae","Eupetrichthys","angustipes",2
"2020-10_south-west_stereo-BRUVs","FH108","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","FH108","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","FH108","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH108","Pinguipedidae","Parapercis","ramsayi",1
"2020-10_south-west_stereo-BRUVs","FH108","Pomacentridae","Chromis","klunzingeri",2
"2020-10_south-west_stereo-BRUVs","FH108","Serranidae","Caesioperca","spp",6
"2020-10_south-west_stereo-BRUVs","FH109","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","FH109","Cheilodactylidae","Dactylophora","nigricans",1
"2020-10_south-west_stereo-BRUVs","FH109","Cheilodactylidae","Nemadactylus","valenciennesi",2
"2020-10_south-west_stereo-BRUVs","FH109","Labridae","Achoerodus","gouldii",1
"2020-10_south-west_stereo-BRUVs","FH109","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH109","Labridae","Bodianus","frenchii",1
"2020-10_south-west_stereo-BRUVs","FH109","Labridae","Choerodon","rubescens",1
"2020-10_south-west_stereo-BRUVs","FH109","Labridae","Coris","auricularis",41
"2020-10_south-west_stereo-BRUVs","FH109","Labridae","Ophthalmolepis","lineolatus",15
"2020-10_south-west_stereo-BRUVs","FH109","Labridae","Pseudolabrus","biserialis",14
"2020-10_south-west_stereo-BRUVs","FH109","Monacanthidae","Meuschenia","flavolineata",2
"2020-10_south-west_stereo-BRUVs","FH109","Monacanthidae","Meuschenia","galii",2
"2020-10_south-west_stereo-BRUVs","FH109","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","FH109","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","FH109","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","FH109","Orectolobidae","Orectolobus","spp",1
"2020-10_south-west_stereo-BRUVs","FH109","Pempherididae","Pempheris","klunzingeri",2
"2020-10_south-west_stereo-BRUVs","FH109","Pomacentridae","Chromis","klunzingeri",32
"2020-10_south-west_stereo-BRUVs","FH109","Pomacentridae","Chromis","westaustralis",1
"2020-10_south-west_stereo-BRUVs","FH109","Scorpididae","Neatypus","obliquus",15
"2020-10_south-west_stereo-BRUVs","FH109","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","FH109","Serranidae","Epinephelides","armatus",1
"2020-10_south-west_stereo-BRUVs","FH109","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","FH11","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","FH11","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","FH11","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","FH11","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","FH11","Labridae","Pseudolabrus","biserialis",3
"2020-10_south-west_stereo-BRUVs","FH11","Mullidae","Upeneichthys","vlamingii",1
